id,web_url,pub_date,document_type,headline,snippet,word_count,president,headline_length,snippet_length,set,coder_A,coder_B,sentiment_A,sentiment_B,agreement,sentiment_agreement
3963,https://www.nytimes.com/interactive/2017/04/21/opinion/22collins-quiz.html,2017-04-22,multimedia,The Trump 100-Day Quiz,"See how well you have followed what the president and his friends, family and appointees have said.",0,Donald Trump,22,99.0,1,F. G.,B. F.,neutral,neutral,1,neutral
3974,https://www.nytimes.com/2017/04/23/business/media/floyd-abrams-sees-trumps-anti-media-tweets-as-double-edged-swords.html,2017-04-23,article,Floyd Abrams Sees Trump’s Anti-Media Tweets as Double-Edged Swords,"Mr. Abrams, a titan of free speech jurisprudence, says the Twitter trail could be a gift to lawyers defending journalists during leak investigations.",1247,Donald Trump,66,149.0,1,F. G.,B. F.,neutral,neutral,1,neutral
4712,https://www.nytimes.com/2017/06/06/world/middleeast/trump-qatar-saudi-arabia.html,2017-06-06,article,"Trump Takes Credit for Saudi Move Against Qatar, a U.S. Military Partner","“During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology,” he said on Twitter. “Leaders pointed to Qatar — look!”",1440,Donald Trump,72,163.0,1,F. G.,B. F.,negative,negative,1,negative
1121,https://www.nytimes.com/video/us/politics/100000007809023/biden-pfizer-global-coronavirus-vaccine-shortage.html,2021-06-10,multimedia,Biden Pledges Vaccine Aid to Tackle Global Coronavirus Crisis,President Biden announced on Thursday that the United States would donate doses of the Pfizer-BioNTech vaccine to 100 countries over the next year in an effort to address the global coronavirus vaccine shortage.,0,Joe Biden,61,211.0,1,F. G.,B. F.,positive,positive,1,positive
1029,https://www.nytimes.com/video/us/politics/100000007781820/floyd-family-biden-meeting-police-reform-bill.html,2021-05-25,multimedia,George Floyd’s Family Hopeful After Meeting with Biden,Family members of George Floyd expressed optimism for police reform following a meeting with President Biden and Vice President Kamala Harris on the one-year anniversary of Mr. Floyd’s murder.,0,Joe Biden,54,192.0,1,F. G.,B. F.,positive,positive,1,positive
4658,https://www.nytimes.com/2017/06/02/technology/tech-roundup-divide-between-trump-and-silicon-valley-grows.html,2017-06-02,article,Tech Roundup: Divide Between Trump and Silicon Valley Grows,The president’s decision to pull out of the Paris climate accord did not go over well with tech industry leaders.,376,Donald Trump,59,113.0,1,F. G.,B. F.,negative,negative,1,negative
5792,https://www.nytimes.com/2017/08/27/us/politics/trump-law-order-police-arpaio.html,2017-08-28,article,Trump’s Brand of Law and Order Leaves Leeway on the Law,"President Trump has signaled that taking the law into one’s own hands is permissible, within the executive branch or in local police departments, or even against a heckler at one of his rallies.",1395,Donald Trump,55,194.0,1,F. G.,B. F.,negative,negative,1,negative
6217,https://www.nytimes.com/2017/10/07/us/politics/trump-association-health-plans.html,2017-10-08,article,Trump Poised to Sign Order Opening New Paths to Health Insurance,"President Trump’s plan would make it easier for consumers to band together and buy insurance on their own, but critics warn of risks to consumers.",584,Donald Trump,64,146.0,1,F. G.,B. F.,neutral,neutral,1,neutral
7044,https://www.nytimes.com/2017/12/28/us/politics/trump-interview-mueller-russia-china-north-korea.html,2017-12-29,article,Trump Says Russia Inquiry Makes U.S. ‘Look Very Bad’,"The president said in an interview on Thursday that the special counsel will treat him fairly, contradicting a campaign by some Republicans to discredit the investigation.",1521,Donald Trump,52,171.0,1,F. G.,B. F.,negative,neutral,0,
5288,https://www.nytimes.com/2017/07/23/us/trump-infrastructure-program.html,2017-07-23,article,Trump’s ‘Great National Infrastructure Program’? Stalled,"Everyone agrees that America’s bridges, roadways and waterworks are in bad need of repair. But the president has yet to deliver on his promised plan.",1925,Donald Trump,56,149.0,1,F. G.,B. F.,negative,negative,1,negative
899,https://www.nytimes.com/2021/05/04/briefing/biden-tax-plan-wealthy.html,2021-05-04,article,Biden’s Modest Tax Plan,President Biden’s tax plan would leave rates on the wealthy lower than they were in the 1990s.,1454,Joe Biden,23,94.0,1,F. G.,B. F.,neutral,negative,0,
2538,https://www.nytimes.com/2017/02/02/opinion/the-peculiar-populism-of-donald-trump.html,2017-02-02,article,The Peculiar Populism of Donald Trump,"All wars have unintended consequences, including culture wars.",1959,Donald Trump,37,62.0,1,F. G.,B. F.,negative,negative,1,negative
4347,https://www.nytimes.com/2017/05/16/briefing/donald-trump-edouard-philippe-ransomware.html,2017-05-16,article,"Donald Trump, Édouard Philippe, Ransomware: Your Tuesday Briefing",Here’s what you need to know to start your day.,1177,Donald Trump,65,47.0,1,F. G.,B. F.,negative,neutral,0,
6661,https://www.nytimes.com/2017/11/14/us/politics/jeff-sessions-congress-russia.html,2017-11-14,article,Jeff Sessions Displays Unsteady Recall on Trump-Russia Matters,"Mr. Sessions said he could not recall the details of a campaign adviser’s Russia proposals, but he could recall that he rejected a proposed Trump-Putin meeting.",2542,Donald Trump,62,160.0,1,F. G.,B. F.,negative,negative,1,negative
922,https://www.nytimes.com/2021/05/07/business/stocks-biden.html,2021-05-07,article,"The Stock Market Loves Biden More Than Trump. So Far, at Least.","Stocks have soared under the new president, and the Dow has generally preferred Democrats since 1901. But don’t count on that for the future.",1004,Joe Biden,63,141.0,1,F. G.,B. F.,neutral,neutral,1,neutral
3631,https://www.nytimes.com/2017/03/29/us/california-today-muslim-candidate-says-hes-triple-threat-to-donald-trump.html,2017-03-29,article,California Today: Muslim Candidate Says He’s ‘Triple Threat to Donald Trump’,"Wednesday: A trailblazing candidate for lieutenant governor, a congressman standing firm under fire, and the faith of Raider Nation.",992,Donald Trump,76,132.0,1,F. G.,B. F.,negative,positive,0,
4840,https://www.nytimes.com/2017/06/14/us/politics/mueller-trump-special-counsel-investigation.html,2017-06-15,article,"Mueller Seeks to Talk to Intelligence Officials, Hinting at Inquiry of Trump",The special counsel’s request for interviews with three officials is the latest indication he will investigate whether the president obstructed justice.,885,Donald Trump,76,152.0,1,F. G.,B. F.,negative,neutral,0,
2709,https://www.nytimes.com/2017/02/08/opinion/trump-socrates-and-the-laughter-effect.html,2017-02-08,article,"Trump, Socrates and the Laughter Effect",An academic writes about how “comedy is a great social corrective.”,250,Donald Trump,39,67.0,1,F. G.,B. F.,negative,positive,0,
4885,https://www.nytimes.com/interactive/2017/06/20/opinion/green-energy-revolution-trump.html,2017-06-20,multimedia,The Green Energy Revolution Will Happen Without Trump,"The reaction to Trump’s climate policies suggests a possible future, where states and cities take the brunt of climate responsibility.",0,Donald Trump,53,134.0,1,F. G.,B. F.,neutral,positive,0,
5369,https://www.nytimes.com/2017/07/28/nyregion/trump-takes-aim-at-pathetic-mayor-de-blasio-thinks-he-knows-who-he-means.html,2017-07-28,article,Trump Takes Aim at ‘Pathetic Mayor.’ De Blasio Thinks He Knows Who He Means.,"President Trump, in a speech on Long Island urging police officers to be tougher, appeared to criticize the elected leader of his hometown, Mayor Bill de Blasio, whose campaign was quick to respond.",437,Donald Trump,76,198.0,1,F. G.,B. F.,negative,negative,1,negative
6804,https://www.nytimes.com/2017/12/01/us/politics/flynn-russia-sanctions.html,2017-12-01,article,Documents Reveal New Details on What Trump Team Knew About Flynn’s Calls With Russia’s Ambassador,"The documents made public on Friday show that the transition team knew that Mr. Flynn was going to be discussing sanctions with the Russian ambassador, Sergey I. Kislyak.",566,Donald Trump,97,170.0,1,F. G.,B. F.,neutral,neutral,1,neutral
4106,https://www.nytimes.com/2017/04/29/sunday-review/these-guys-really-like-trump.html,2017-04-29,article,These Guys Really Like Trump,"It’s only been 100 days. Give him time, they say.",1400,Donald Trump,28,49.0,1,F. G.,B. F.,positive,negative,0,
4538,https://www.nytimes.com/2017/05/25/arts/television/pope-francis-president-trump-face.html,2017-05-25,article,Pope’s Stone-Faced Meeting With Trump Becomes Late-Night Fodder,"Stephen Colbert, Jimmy Fallon and Jimmy Kimmel all quipped on Wednesday night about President Trump’s visit to the Vatican.",587,Donald Trump,63,123.0,1,F. G.,B. F.,negative,negative,1,negative
142,https://www.nytimes.com/2021/01/29/climate/biden-amazon-deforestation.html,2021-01-29,article,Former U.S. Climate Leaders Press Biden on Amazon Deforestation,"Former environmental officials from both parties are pressing President Biden to counter deforestation in the Amazon, especially in Brazil.",637,Joe Biden,63,139.0,1,F. G.,B. F.,negative,neutral,0,
5234,https://www.nytimes.com/video/us/politics/100000005285371/donald-trump-interview-sessions-comey.html,2017-07-19,multimedia,Listen to Our Exclusive Interview With Donald Trump,"In edited audio excerpts from an interview with New York Times reporters, President Trump discussed Jeff Sessions, Donald Trump Jr., Robert S. Mueller III and the newly disclosed conversation he had with Vladimir V. Putin.",0,Donald Trump,51,222.0,1,F. G.,B. F.,neutral,neutral,1,neutral
5051,https://www.nytimes.com/2017/07/06/nyregion/de-blasio-makes-sudden-trip-to-trump-protests-at-g-20-summit.html,2017-07-07,article,De Blasio Makes Sudden Trip to Trump Protests at G-20 Summit,"With little warning, Mayor Bill de Blasio headed to Germany to play foil to President Trump in protest events around a meeting of world leaders.",692,Donald Trump,60,144.0,1,F. G.,B. F.,negative,negative,1,negative
967,https://www.nytimes.com/2021/05/17/opinion/refugees-biden-trump-resettlement-migration.html,2021-05-17,article,"President Biden, Thousands of Refugees Are Waiting On You",Lifting the cap on refugee admissions is just the first step toward repairing a system broken by the previous administration.,970,Joe Biden,57,125.0,1,F. G.,B. F.,neutral,positive,0,
502,https://www.nytimes.com/2021/03/19/opinion/joe-biden-president.html,2021-03-19,article,Biden Has Disappeared,His presidency will be transformational to the extent that he transforms himself.,1342,Joe Biden,21,81.0,1,F. G.,B. F.,negative,negative,1,negative
5477,https://www.nytimes.com/2017/08/08/arts/television/donald-trump-vacation-television.html,2017-08-08,article,7 Shows for President Trump to Watch on His Vacation,The president is spending 17 days in New Jersey and New York. A few of our critics weigh in with recommendations of shows to watch (besides the news).,750,Donald Trump,52,150.0,1,F. G.,B. F.,neutral,negative,0,
2551,https://www.nytimes.com/2017/02/02/us/politics/scott-pruitt-epa-senate.html,2017-02-02,article,"Scott Pruitt, Trump’s E.P.A. Pick, Is Approved by Senate Committee","With Democratic senators again boycotting the confirmation process, the divisive nomination was sent to the full Senate.",964,Donald Trump,66,120.0,1,F. G.,B. F.,negative,neutral,0,
2972,https://www.nytimes.com/2017/02/18/us/politics/donald-trump-rally-melbourne-florida.html,2017-02-19,article,Trump Returns to Campaign Trail After a Month in Office,"In Florida, the president put aside the stress of Washington governing and reprised many of his greatest-hits themes and lines from last year.",989,Donald Trump,55,142.0,1,F. G.,B. F.,positive,negative,0,
3999,https://www.nytimes.com/2017/04/25/us/politics/orrin-hatch-trump-tax-cuts-deficit-economy.html,2017-04-25,article,Trump Is Said to Abandon Contentious Border Tax on Imports,"The proposal was to be part of changes in tax law, but was scuttled, people briefed on the matter said, after complaints by big businesses like Walmart and Toyota.",813,Donald Trump,58,163.0,1,F. G.,B. F.,negative,negative,1,negative
6333,https://www.nytimes.com/video/us/politics/100000005499480/trump-and-mcconnell-hold-joint-news-conference-niger-soldiers.html,2017-10-17,multimedia,Trump and McConnell Hold Joint News Conference,"At a news conference projecting Republican unity, President Trump spoke about four Green Berets killed in Niger, and made false claims that his predecessors did not call the families of fallen soldiers.",0,Donald Trump,46,202.0,1,F. G.,B. F.,negative,negative,1,negative
572,https://www.nytimes.com/2021/03/28/todayspaper/quotation-of-the-day-under-biden-foreign-diplomacy-has-become-a-coveted-career-again.html,2021-03-28,article,"Quotation of the Day: Under Biden, Foreign Diplomacy Has Become a Coveted Career Again","Quotation of the Day for Sunday, March 28, 2021.",33,Joe Biden,86,48.0,1,F. G.,B. F.,positive,positive,1,positive
128,https://www.nytimes.com/2021/01/28/us/biden-plans-to-address-health-care-the-latest-policy-theme-to-be-showcased-at-the-white-house-this-week.html,2021-01-28,article,"Biden plans to address health care, the latest policy theme to be showcased at the White House this week.",,363,Joe Biden,105,,1,F. G.,B. F.,positive,neutral,0,
3840,https://www.nytimes.com/2017/04/10/us/politics/trumps-company-settles-lawsuit-with-a-second-celebrity-chef.html,2017-04-11,article,Trump’s Company Settles Lawsuit With a Second Celebrity Chef,Both Geoffrey Zakarian and José Andrés had been sued after they backed out of plans to open restaurants in the Trump International Hotel in Washington.,343,Donald Trump,60,151.0,1,F. G.,B. F.,negative,neutral,0,
5866,https://www.nytimes.com/2017/09/05/us/politics/right-and-left-opinions-on-daca-dreamers.html,2017-09-05,article,Right and Left on Trump’s DACA Decision,Writers from across the political spectrum on President Trump’s decision about the fate of the program that protects ‘dreamers’ from deportation.,1034,Donald Trump,39,145.0,1,F. G.,B. F.,neutral,negative,0,
869,https://www.nytimes.com/2021/04/29/us/politics/republicans-biden.html,2021-04-29,article,How Is the G.O.P. Angling to Attack Biden?,"As Republicans search for a winning message, they’re trying out strategies both old and new.",1413,Joe Biden,42,92.0,1,F. G.,B. F.,neutral,neutral,1,neutral
5184,https://www.nytimes.com/2017/07/15/opinion/sunday/russia-isnt-delivering-for-donald-trump.html,2017-07-15,article,Russia Isn’t Delivering for Donald Trump,His bromance with Vladimir Putin hasn’t resulted in diplomatic gains.,708,Donald Trump,40,69.0,1,F. G.,B. F.,negative,negative,1,negative
5035,https://www.nytimes.com/2017/07/06/business/economy/united-states-economy-gdp-trump.html,2017-07-06,article,Hopes of ‘Trump Bump’ for U.S. Economy Shrink as Growth Forecasts Fade,"After a once-heady outlook, estimates for the second quarter are being revised downward, and this year is looking more and more like the last several.",1174,Donald Trump,70,150.0,1,F. G.,B. F.,negative,negative,1,negative
5541,https://www.nytimes.com/2017/08/12/opinion/vogue-statue-liberty-jlaw-breitbart-september.html,2017-08-12,article,When Lady Liberty Triggers Trump Supporters,A Breitbart editor feels attacked by the most iconic American symbol.,535,Donald Trump,43,69.0,2,B. J.,M. L.,negative,negative,1,negative
542,https://www.nytimes.com/2021/03/25/world/president-biden-is-expected-to-discuss-the-pandemic-today-at-his-first-news-conference.html,2021-03-25,article,President Biden is expected to discuss the pandemic today at his first news conference.,,152,Joe Biden,87,,2,B. J.,M. L.,neutral,neutral,1,neutral
3192,https://www.nytimes.com/2017/03/01/opinion/tony-blairs-lesson-for-president-trump.html,2017-03-01,article,Tony Blair’s Lesson for President Trump,The parallels between Brexit and Trumpism are profound.,1333,Donald Trump,39,55.0,2,B. J.,M. L.,neutral,neutral,1,neutral
2449,https://www.nytimes.com/2017/01/30/us/aclu-fund-raising-trump-travel-ban.html,2017-01-30,article,Donations to A.C.L.U. and Other Organizations Surge After Trump’s Order,"The A.C.L.U. said it raised more than $24 million in donations since Saturday, the first full day of President Trump’s immigration ban.",848,Donald Trump,71,135.0,2,B. J.,M. L.,neutral,neutral,1,neutral
6573,https://www.nytimes.com/2017/11/07/opinion/trump-china-asia-trip.html,2017-11-07,article,Mr. Trump Goes to China,Building bridges. Also walls.,4,Donald Trump,23,29.0,2,B. J.,M. L.,neutral,neutral,1,neutral
2280,https://www.nytimes.com/2017/01/25/world/americas/trump-mexico-border-wall.html,2017-01-25,article,"As Trump Orders Wall, Mexico’s President Considers Canceling U.S. Trip","Mexicans called President Trump’s push to build a wall “an offense to Mexico,” a “slap in the face” and a “monument to lies.”",1091,Donald Trump,70,125.0,2,B. J.,M. L.,negative,negative,1,negative
4807,https://www.nytimes.com/2017/06/12/theater/julius-caesar-shakespeare-donald-trump.html,2017-06-13,article,Why ‘Julius Caesar’ Speaks to Politics Today. With or Without Trump.,"With assassination at its core, Shakespeare’s play is fraught. Totalitarian governments have banned it. And yes, it has inspired violence.",917,Donald Trump,68,138.0,2,B. J.,M. L.,neutral,negative,0,
1724,https://www.nytimes.com/video/us/politics/100000007991507/biden-coronavirus-boosters-pfizer-vaccine.html,2021-09-24,multimedia,Biden Urges Eligible Americans to Get Pfizer-BioNTech Booster Shots,"President Biden said boosters will be immediately available for those who received the Pfizer-BioNTech vaccine. The president also encouraged those who are over 65 years of age, have underlying medical issues or are frontline workers to get the th...",0,Joe Biden,67,250.0,2,B. J.,M. L.,positive,negative,0,
497,https://www.nytimes.com/2021/03/18/us/politics/biden-domestic-violence.html,2021-03-18,article,Biden’s Aid Package Funnels Millions to Victims of Domestic Abuse,The aid and housing assistance to victims who have been trapped during the pandemic with their abusers further signal that the president’s agenda will aim to combat domestic violence.,1418,Joe Biden,65,183.0,2,B. J.,M. L.,positive,negative,0,
801,https://www.nytimes.com/2021/04/25/opinion/biden-worker-protections.html,2021-04-25,article,"There’s a Step Biden Can Take to Help Workers, and He Hasn’t Done It",The Labor Department still (still!) needs to do more to protect employees from getting Covid on the job.,915,Joe Biden,68,104.0,2,B. J.,M. L.,negative,negative,1,negative
5521,https://www.nytimes.com/2017/08/11/world/asia/trump-north-korea-japan-abe.html,2017-08-11,article,Trump’s Tough Talk on North Korea Puts Japan’s Leader in Delicate Spot,North Korea’s accelerating military advances — and President Trump’s volatile response — could complicate Japan’s close alliance with the United States.,924,Donald Trump,70,152.0,2,B. J.,M. L.,negative,negative,1,negative
442,https://www.nytimes.com/2021/03/11/opinion/biden-covid-relief-bill.html,2021-03-11,article,Joe Biden Is a Transformational President,We’re seeing a policy realignment without a partisan realignment.,923,Joe Biden,41,65.0,2,B. J.,M. L.,positive,positive,1,positive
4203,https://www.nytimes.com/2017/05/05/opinion/sunday/mexican-drug-smugglers-to-trump-thanks.html,2017-05-05,article,Mexican Drug Smugglers to Trump: Thanks!,"The higher the wall, the higher the profits.",1617,Donald Trump,40,44.0,2,B. J.,M. L.,negative,negative,1,negative
5381,https://www.nytimes.com/2017/07/29/opinion/sunday/we-asked-people-to-say-something-nice-about-trump-heres-what-we-heard.html,2017-07-29,article,We Asked People to Say Something Nice About Trump. Here’s What We Heard.,The faintest of praise.,1035,Donald Trump,72,23.0,2,B. J.,M. L.,negative,neutral,0,
292,https://www.nytimes.com/2021/02/19/us/politics/biden-covid-plan.html,2021-02-20,article,Where Biden’s Virus Plan Stands,The president visits a vaccine plant as he faces thorny questions on fulfilling his promises.,1022,Joe Biden,31,93.0,2,B. J.,M. L.,negative,negative,1,negative
2806,https://www.nytimes.com/2017/02/12/us/politics/donald-trump-mark-cuban-twitter.html,2017-02-13,article,"In the Face of Weighty Problems, Trump Focuses on Squabbles",The president’s criticism of Mark Cuban was only one in a long list of inconsequential matters that have preoccupied him since taking office.,1015,Donald Trump,59,141.0,2,B. J.,M. L.,negative,negative,1,negative
5724,https://www.nytimes.com/2017/08/22/us/politics/trump-joe-biden-afghanistan.html,2017-08-22,article,The Forerunner of Trump’s Plan for Afghanistan: Joe Biden’s,The strategy the president laid out this week has the same hallmarks as the one the former vice president unsuccessfully pushed for in 2009.,822,Donald Trump,59,140.0,2,B. J.,M. L.,negative,negative,1,negative
1515,https://www.nytimes.com/2021/08/20/us/politics/biden-evictions-ban-appeals-court.html,2021-08-20,article,Court Allows Biden’s Replacement Evictions Ban to Remain in Place for Now,"The policy is now headed to the Supreme Court, where it is expected to face a tough reception.",640,Joe Biden,73,94.0,2,B. J.,M. L.,positive,negative,0,
3953,https://www.nytimes.com/2017/04/21/briefing/paris-donald-trump-general-motors.html,2017-04-21,article,"Paris, Donald Trump, General Motors: Your Friday Briefing",Here’s what you need to know to start your day.,1101,Donald Trump,57,47.0,2,B. J.,M. L.,neutral,neutral,1,neutral
1988,https://www.nytimes.com/video/us/politics/100000008083604/biden-trudeau-north-american-leaders-summit.html,2021-11-18,multimedia,Biden Welcomes Trudeau at North American Leaders’ Summit,President Biden restarted the summit after a five-year hiatus and hosted Prime Minister Justin Trudeau of Canada at the White House.,0,Joe Biden,56,132.0,2,B. J.,M. L.,positive,positive,1,positive
892,https://www.nytimes.com/video/us/politics/100000007742948/biden-tax-plan-community-college.html,2021-05-03,multimedia,Biden Outlines His Tax Plan During Community College Visit,"During a visit to a community college in Norfolk, Va., President Biden outlined his tax plan, which emphasizes child care benefits as well as an increase in taxes on wealthy individuals and corporations in order to benefit community colleges.",0,Joe Biden,58,242.0,2,B. J.,M. L.,positive,positive,1,positive
5749,https://www.nytimes.com/2017/08/24/opinion/trump-journalists-enemy.html,2017-08-24,article,"We’re Journalists, Mr. Trump, Not the Enemy",The president inexplicably finds it easier to condemn reporters than neo-Nazis and white supremacists.,819,Donald Trump,43,102.0,2,B. J.,M. L.,negative,negative,1,negative
699,https://www.nytimes.com/2021/04/12/us/politics/chris-magnus.html,2021-04-13,article,Not Your Usual Police Chief: Biden Picks Trump Critic to Run Border Agency,"Chris Magnus, the Tucson police chief who carried a Black Lives Matter sign at a protest, was chosen to lead Customs and Border Protection.",1468,Joe Biden,74,139.0,2,B. J.,M. L.,neutral,negative,0,
2263,https://www.nytimes.com/2017/01/25/opinion/china-can-thrive-in-the-trump-era.html,2017-01-25,article,China Can Thrive in the Trump Era,The country has a chance to become a full-fledged superpower if it responds to the Trump presidency by opening up more to the world.,742,Donald Trump,33,132.0,2,B. J.,M. L.,positive,positive,1,positive
5843,https://www.nytimes.com/2017/09/02/opinion/sunday/trump-republicans-tax-reform.html,2017-09-02,article,The False Promises in President Trump’s Tax Plan,Mr. Trump says that all Americans will win big from tax cuts on businesses and the wealthy. It’s a tough sell because it’s not true.,746,Donald Trump,48,132.0,2,B. J.,M. L.,negative,negative,1,negative
886,https://www.nytimes.com/2021/05/02/opinion/joe-biden-100-days.html,2021-05-02,article,What Kind of Fear Is Stopping Joe Biden?,"A politics driven by threats from angry voters, domestic uprisings and foreign states will not break the American impasse.",1149,Joe Biden,40,122.0,2,B. J.,M. L.,negative,negative,1,negative
2080,https://www.nytimes.com/video/us/politics/100000008116191/biden-economy-inflation.html,2021-12-10,multimedia,Biden Believes the Economy Will Soon Improve,"The president said he believes the country is at “the peak” of the inflation crisis, during a speech at the Summit for Democracy in Washington.",0,Joe Biden,44,143.0,2,B. J.,M. L.,neutral,positive,0,
3642,https://www.nytimes.com/2017/03/30/opinion/why-democrats-should-work-with-trump.html,2017-03-30,article,Why Democrats Should Work With Trump,America doesn’t have room for two parties of “no.”,926,Donald Trump,36,50.0,2,B. J.,M. L.,neutral,neutral,1,neutral
2042,https://www.nytimes.com/2021/12/02/upshot/biden-covid-rapid-tests.html,2021-12-02,article,"In Biden’s Plan for Free Rapid Tests, Consumer Legwork Will Be Required",Some nations make Covid tests available at little to no cost to consumers. The U.S. plan for home testing includes submitting receipts to private insurers.,819,Joe Biden,71,155.0,2,B. J.,M. L.,negative,positive,0,
3042,https://www.nytimes.com/2017/02/22/nyregion/nypd-security-trump-tower.html,2017-02-23,article,New York Police Lower Cost Estimate of Guarding Trump and His Tower,"The letter, dated Wednesday, provides detailed estimates about the Police Department’s expenses associated with presidential security.",308,Donald Trump,67,134.0,2,B. J.,M. L.,positive,neutral,0,
327,https://www.nytimes.com/2021/02/25/us/biden-is-preparing-to-call-saudi-arabias-monarch-before-releasing-a-damning-report-on-jamal-khashoggis-death.html,2021-02-25,article,Biden is preparing to call Saudi Arabia’s monarch before releasing a damning report on Jamal Khashoggi’s death.,,446,Joe Biden,111,,2,B. J.,M. L.,neutral,negative,0,
270,https://www.nytimes.com/2021/02/17/business/economy/biden-china.html,2021-02-17,article,Biden on ‘Short Leash’ as Administration Rethinks China Relations,"The Biden administration is under intense pressure to maintain former President Donald J. Trump’s curbs on China, even as it tries to develop a more comprehensive and effective strategy.",1592,Joe Biden,65,186.0,2,B. J.,M. L.,neutral,negative,0,
7005,https://www.nytimes.com/2017/12/21/arts/television/samantha-bee-trump-jerusalem.html,2017-12-21,article,Samantha Bee Looks for Omens in Trump’s Decision on Jerusalem,"The host of “Full Frontal” said, “Of course Armageddon is the one thing that Trump happens to get done with absolute precision.”",433,Donald Trump,61,128.0,2,B. J.,M. L.,negative,positive,0,
947,https://www.nytimes.com/2021/05/12/us/politics/biden-shelley-moore-capito-infrastructure.html,2021-05-12,article,"In Infrastructure Talks With Biden, Capito Faces Fraught Path to Deal","Senator Shelley Moore Capito of West Virginia has been discussing a potential bipartisan infrastructure deal with the White House, but a compromise faces stiff Republican resistance.",1518,Joe Biden,69,182.0,2,B. J.,M. L.,negative,negative,1,negative
3007,https://www.nytimes.com/2017/02/21/opinion/trumps-teenage-temperament.html,2017-02-21,article,Trump’s Teenage Temperament,"Though middle schoolers can be Trump-like in their self-absorption and quest for attention, they eventually grow up — unlike Mr. Trump, a reader writes.",122,Donald Trump,27,152.0,2,B. J.,M. L.,negative,negative,1,negative
